iataCode,cityName,airportName,countryCode
ERQ,Elrose,Elrose Airport,AU
ERR,Errol,Errol Airport,US
ERS,Eros,Eros Airport,NA
ERT,Erdenet,Erdenet Airport,MN
ERU,Erume,Erume Airport,PG
ERV,Kerrville,Kerrville Municipal Airport (Louis Schreiner Field),US
ERZ,Erzurum,Erzurum Airport,TR
ESA,Esa'ala,Esa'ala Airport,PG
ESB,Ankara,Esenboğa International Airport,Turkey
ESC,Delta,Delta County Airport,US
ESD,Orcas Island,Orcas Island Airport,US
ESE,Ensenada,Ensenada Airport,MX
ESF,Esler,Esler Airfield (Esler Regional Airport),US
ESG,Dr. Luis Maria Argana,Dr. Luis Maria Argana International Airport,PY
ESI,Espinosa,Espinosa Airport,BR
ESK,Eskisehir,Eskisehir Airport,TR
ESL,Elista,Elista Airport,RU
ESM,Carlos Concha Torres,Carlos Concha Torres International Airport,EC
ESN,Easton,Easton Airport (Newnam Field),US
ESO,Ohkay Owingeh,Ohkay Owingeh Airport,US
ESP,StroudsburgPocono,StroudsburgPocono Airport,US
ESR,Ricardo Garcia Posada,Ricardo Garcia Posada Airport,CL
ESS,Essen,Essen/Mulheim Airport,DE
EST,Estherville,Estherville Municipal Airport,US
ESU,Essaouira-Mogador,Essaouira-Mogador Airport,MA
ESW,Easton State,Easton State Airport,US
ETB,West Bend,West Bend Municipal Airport,US
ETD,Etadunna,Etadunna Airport,AU
ETE,Genda Wuha,Genda Wuha Airport,ET
ETH,J. Hozman,J. Hozman Airport,IL
ETM,Ramon,Ramon Airport,IL
ETN,Eastland,Eastland Municipal Airport,US
ETR,Santa Rosa,Santa Rosa International Airport,EC
ETS,Enterprise,Enterprise Municipal Airport,US
ETZ,Metz-Nancy-Lorraine,Metz-Nancy-Lorraine Airport,FR
EUA,Eua,Eua Airport (Kaufana Airport),TO
EUC,Eucla,Eucla Airport,AU
EUE,Eureka,Eureka Airport,US
EUF,Weedon,Weedon Field,US
EUG,Eugene,Eugene Airport (Mahlon Sweet Airport),US
EUM,Neumunster,Neumunster Airport,DE
EUN,Hassan I,Hassan I Airport,MA
EUO,Paratebueno,Paratebueno Airport,CO
EUQ,Evelio Javier,Evelio Javier Airport (Antique Airport),PH
EUX,F. D. Roosevelt,F. D. Roosevelt Airport,BQ
EVA,Ben Bruce Memorial,Ben Bruce Memorial Airpark,US
EVD,Eva Downs,Eva Downs Airport,AU
EVE,Harstad,Harstad/Narvik Airport,NO
EVG,Sveg,Sveg Airport,SE
EVH,Evans Head Memorial,Evans Head Memorial Aerodrome,AU
EVM,Eveleth-Virginia,Eveleth-Virginia Municipal Airport,US
EVN,Zvartnots,Zvartnots International Airport,AM
EVV,Evansville,Evansville Regional Airport,IN
EVW,Evanston-Uinta County Burns,Evanston-Uinta County Burns Field,US
EVX,Evreux-Fauville,Evreux-Fauville Air Base,FR
EWB,New Bedford,New Bedford Regional Airport,US
EWE,Ewer,Ewer Airport,ID
EWI,Enarotali,Enarotali Airport,ID
EWK,Newton City,Newton City/County Airport,US
EWN,Coastal Carolina,Coastal Carolina Regional Airport,US
EWO,Ewo,Ewo Airport,CG
EWR,New York,Newark Liberty International Airport,United States
EXI,Excursion Inlet,Excursion Inlet Seaplane Base,US
EXM,Exmouth,Exmouth Airport,AU
EXT,Exeter,Exeter International Airport,GB
EYK,Beloyarsk,Beloyarsk Airport,RU
EYL,Yelimane,Yelimane Airport,ML
EYP,El Alcaravan,El Alcaravan Airport,CO
EYR,Yerington,Yerington Municipal Airport,US
EYS,Eliye Springs,Eliye Springs Airport,KE
EYW,Key West,Key West International Airport,US
EZE,Buenos Aires,Ministro Pistarini International Airport (Ezeiza),Argentina
EZS,Elazig,Elazig Airport,TR
EZV,Beryozovo,Beryozovo Airport,RU
FAA,Faranah,Faranah Airport,GN
FAB,Farnborough,Farnborough Airport,GB
FAC,Faaite,Faaite Airport,PF
FAE,Vagar,Vagar Airport,FK
FAF,Felker Army,Felker Army Airfield,US
FAG,Fagurholsmyri,Fagurholsmyri Airport,IS
FAH,Farah,Farah Airport,AF
FAI,Fairbanks,Fairbanks International Airport,US
FAJ,Diego Jimenez Torres,Diego Jimenez Torres Airport,US
FAK,False Island,False Island Seaplane Base,US
FAM,Farmington,Farmington Regional Airport,US
FAO,Faro,Faro Airport,PT
FAQ,Frieda River,Frieda River Airport,PG
FAR,Hector,Hector International Airport,US
FAS,Faskruosfjorour,Faskruosfjorour Airport,IS
FAT,Fresno Yosemite,Fresno Yosemite International Airport,US
FAU,Fahud,Fahud Airport,OM
FAV,Fakarava,Fakarava Airport,PF
FAY,Fayetteville,Fayetteville Regional Airport (Grannis Field),US
FAZ,Fasa,Fasa Airport,IR
FBA,Fonte Boa,Fonte Boa Airport,BR
FBD,Fayzabad,Fayzabad Airport,AF
FBE,Francisco Beltrao,Francisco Beltrao Airport (Paulo Abdala Airport),BR
FBG,Simmons Army,Simmons Army Airfield,US
FBK,Ladd Army,Ladd Army Airfield,US
FBL,Faribault,Faribault Municipal Airport,US
FBM,Lubumbashi,Lubumbashi International Airport,CD
FBR,Fort Bridger,Fort Bridger Airport,US
FBS,Friday Harbor,Friday Harbor Seaplane Base,US
FBY,Fairbury,Fairbury Municipal Airport,US
FCA,Glacier Park,Glacier Park International Airport,US
FCB,Ficksburg,Ficksburg Airport,ZA
FCH,Fresno Chandler Executive,Fresno Chandler Executive Airport,US
FCM,Flying Cloud,Flying Cloud Airport,US
FCN,Nordholz Naval Airbase,Nordholz Naval Airbase,DE
FCO,Rome,Leonardo da Vinci-Fiumicino Airport,Italy
FCS,Butts Army,Butts Army Airfield (Fort Carson),US
FCY,Forrest City,Forrest City Municipal Airport,US
FDE,Forde,Forde Airport,NO
FDF,Martinique Aime Cesaire,Martinique Aime Cesaire International Airport,MQ
FDH,Friedrichshafen,Friedrichshafen Airport (Bodensee Airport),DE
FDK,Frederick,Frederick Municipal Airport,US
FDR,Frederick,Frederick Regional Airport,US
FDU,Bandundu,Bandundu Airport,CD
FDY,Findlay,Findlay Airport,US
FEB,Sanfebagar,Sanfebagar Airport,NP
FEC,Feira de Santana,Feira de Santana Airport (Gov. Joao Durval Carneiro Airport),BR
FEG,Fergana,Fergana International Airport,UZ
FEJ,Feijo,Feijo Airport,BR
FEK,Ferkessedougou,Ferkessedougou Airport,CI
FEL,Furstenfeldbruck,Furstenfeldbruck Air Base,DE
FEN,Fernando de Noronha,Fernando de Noronha Airport (Gov. Carlos Wilson Airport),BR
FEP,Albertus,Albertus Airport,US
FET,Fremont,Fremont Municipal Airport,US
FEZ,Fes-Saiss,Fes-Saiss Airport,MA
FFA,First Flight,First Flight Airport,US
FFD,Fairford,RAF Fairford,GB
FFL,Fairfield,Fairfield Municipal Airport,US
FFM,Fergus Falls,Fergus Falls Municipal Airport (Einar Mickelson Field),US
FFO,Wright-Patterson,Wright-Patterson Air Force Base,US
FFT,Capital City,Capital City Airport,US
FFU,Futaleufu,Futaleufu Airfield,CL
FGD,Fderik,Fderik Airport,MR
FGI,Fagali'i,Fagali'i Airport,WS
FGU,Fangatau,Fangatau Airport,PF
FHU,Sierra Vista,Sierra Vista Municipal Airport (Libby Army Airfield),US
FHZ,Fakahina,Fakahina Airport,PF
FID,Elizabeth,Elizabeth Field,US
FIE,Fair Isle,Fair Isle Airport,GB
FIG,Fria,Fria Airport,GN
FIH,N'djili,N'djili Airport (Kinshasa Int'l Airport),CD
FIK,Finke,Finke Airport,AU
FIL,Fillmore,Fillmore Municipal Airport,US
FIN,Finschhafen,Finschhafen Airport,PG
FIZ,Fitzroy Crossing,Fitzroy Crossing Airport,AU
FJR,Fujairah,Fujairah International Airport,AE
FKB,Karlsruhe,Karlsruhe/Baden-Baden Airport,DE
FKI,Bangoka,Bangoka International Airport,CD
FKJ,Fukui,Fukui Airport,JP
FKL,Venango,Venango Regional Airport (Chess Lamberton Field),US
FKN,Franklin Municipal-John Beverly Rose,Franklin Municipal-John Beverly Rose Airport,US
FKQ,Fakfak Torea,Fakfak Torea Airport,ID
FKS,Fukushima,Fukushima Airport,JP
FLA,Gustavo Artunduaga Paredes,Gustavo Artunduaga Paredes Airport,CO
FLB,Cangapara,Cangapara Airport,BR
FLD,Fond du Lac,Fond du Lac County Airport,US
FLF,Flensburg-Schaferhaus,Flensburg-Schaferhaus Airport,DE
FLG,Flagstaff Pulliam,Flagstaff Pulliam Airport,US
FLI,Holt,Holt Airport,IS
FLL,Miami,Fort Lauderdale-Hollywood International Airport,United States
FLM,Filadelfia,Filadelfia Airport,PY
FLN,Hercilio Luz,Hercilio Luz International Airport,BR
FLO,Florence,Florence Regional Airport,US
FLP,Marion County,Marion County Regional Airport,US
FLR,Florence,Florence Airport,IT
FLS,Flinders Island,Flinders Island Airport,AU
FLT,Flat,Flat Airport,US
FLV,Sherman Army,Sherman Army Airfield,US
FLW,Flores,Flores Airport,PT
FLX,Fallon,Fallon Municipal Airport,US
FLY,Finley,Finley Airport,AU
FLZ,Ferdinand Lumban Tobing,Ferdinand Lumban Tobing Airport,ID
FMA,Formosa,Formosa International Airport (El Pucu Airport),AR
FME,Tipton,Tipton Airport,US
FMH,Otis Air National Guard Base,Otis Air National Guard Base,US
FMI,Kalemie,Kalemie Airport,CD
FMM,Memmingen,Memmingen Airport,DE
FMN,Four Corners,Four Corners Regional Airport,US
FMO,Munster Osnabruck,Munster Osnabruck International Airport,DE
FMS,Fort Madison,Fort Madison Municipal Airport,US
FMU,Florence,Florence Municipal Airport,US
FMY,Page,Page Field,US
FNA,Lungi,Lungi International Airport,SL
FNB,Neubrandenburg,Neubrandenburg Airport,DE
FNC,Madeira,Madeira Airport,PT
FND,Funadhoo,Funadhoo Airport,MV
FNE,Fane,Fane Airport,PG
FNG,Fada N'gourma,Fada N'gourma Airport,BF
FNH,Fincha,Fincha Airport,ET
FNI,Nimes-Ales-Camargue-Cevennes,Nimes-Ales-Camargue-Cevennes Airport (Garons Airport),FR
FNJ,Pyongyang Sunan,Pyongyang Sunan International Airport,KP
FNL,Fort Collins-Loveland,Fort Collins-Loveland Municipal Airport,US
FNR,Funter Bay,Funter Bay Seaplane Base,US
FNT,Bishop,Bishop International Airport,US
FNU,Oristano-Fenosu,Oristano-Fenosu Airport,IT
FOA,Foula,Foula Airfield,GB
FOB,Fort Bragg,Fort Bragg Airport,US
FOC,Fuzhou Changle,Fuzhou Changle International Airport,CN
FOD,Fort Dodge,Fort Dodge Regional Airport,US
FOE,Topeka,Topeka Regional Airport,US
FOG,Foggia Gino Lisa,Foggia Gino Lisa Airport,IT
FOK,Francis S. Gabreski,Francis S. Gabreski Airport,US
FOM,Foumban Nkounja,Foumban Nkounja Airport,CM
FON,La Fortuna,La Fortuna Airport,CR
FOO,Kornasoren,Kornasoren Airport (Numfoor Airport),ID
FOR,Pinto Martins,Pinto Martins - Fortaleza International Airport,BR
FOS,Forrest,Forrest Airport,AU
FOT,Forster,Forster (Wallis Island) Airport,AU
FOU,Fougamou,Fougamou Airport,GA
FOY,Foya,Foya Airport,LR
FPO,Grand Bahama,Grand Bahama International Airport,BS
FPR,St. Lucie County,St. Lucie County International Airport,US
FPY,Perry-Foley,Perry-Foley Airport,US
FRA,Frankfurt,Frankfurt Airport,Germany
FRB,Forbes,Forbes Airport,AU
FRC,Franca,Franca Airport (Ten. Lund Presotto-Franca State Airport),BR
FRD,Friday Harbor,Friday Harbor Airport,US
FRE,Fera Airport (Fera,Fera Airport (Fera/Maringe Airport),SB
FRG,Republic,Republic Airport,US
FRH,French Lick,French Lick Municipal Airport,IN
FRI,Marshall Army,Marshall Army Airfield,US
FRK,Fregate Island,Fregate Island Airport,SC
FRL,Forli,Forli International Airport (Luigi Ridolfi Airport),IT
FRM,Fairmont,Fairmont Municipal Airport,US
FRN,Bryant Army,Bryant Army Airport,US
FRO,Floro,Floro Airport,NO
FRQ,Feramin,Feramin Airport,PG
FRR,Front Royal-Warren,Front Royal-Warren County Airport,US
FRS,Mundo Maya,Mundo Maya International Airport,GT
FRT,Frutillar,Frutillar Airport,CL
FRU,Manas,Manas International Airport,KG
FRW,Francistown,Francistown Airport,BW
FRY,Eastern Slopes,Eastern Slopes Regional Airport,US
FRZ,Fritzlar,Fritzlar Air Base,DE
FSC,Figari-Sud Corse,Figari-Sud Corse Airport,FR
FSD,Sioux Falls,Sioux Falls Regional Airport (Joe Foss Field),US
FSI,Henry Post Army,Henry Post Army Airfield (Fort Sill),US
FSK,Fort Scott,Fort Scott Municipal Airport,US
FSL,Fossil Downs,Fossil Downs Airport,AU
FSM,Fort Smith,Fort Smith Regional Airport,US
FSP,Saint-Pierre,Saint-Pierre Airport,PM
FSS,Kinloss,RAF Kinloss,GB
FST,Fort Stockton-Pecos,Fort Stockton-Pecos County Airport,US
FSU,Fort Sumner,Fort Sumner Municipal Airport,US
FSZ,Shizuoka,Shizuoka Airport (Mt. Fuji Shizuoka Airport),JP
FTA,Futuna,Futuna Airport,VU
FTE,Comandante Armando Tola,Comandante Armando Tola International Airport,AR
FTI,Fitiuta,Fitiuta Airport,US
FTK,Godman Army,Godman Army Airfield,US
FTU,Tolanaro,Tolanaro Airport (Marillac Airport),MG
FTW,Fort Worth Meacham,Fort Worth Meacham International Airport,US
FTX,Owando,Owando Airport,CG
FTY,Fulton,Fulton County Airport (Charlie Brown Field),US
FUB,Fulleborn,Fulleborn Airport,PG
FUE,Fuerteventura,Fuerteventura Airport,ES
FUG,Fuyang Xiguan,Fuyang Xiguan Airport,CN
FUJ,Fukue,Fukue Airport (Goto-Fukue Airport),JP
FUK,Fukuoka,Fukuoka Airport (Itazuke Air Base),JP
FUL,Fullerton,Fullerton Municipal Airport,US
FUM,Fuma,Fuma Airport,PG
FUN,Funafuti,Funafuti International Airport,TV
FUO,Foshan Shadi,Foshan Shadi Airport,CN
FUT,Pointe Vele,Pointe Vele Airport,WF
FVL,Flora Valley,Flora Valley Airport,AU
FVM,Fuvahmulah,Fuvahmulah Airport,MV
FVR,Forrest River,Forrest River Airport,AU
FWA,Fort Wayne,Fort Wayne International Airport,IN
FWH,NAS Fort Worth JRB,NAS Fort Worth JRB / Carswell Field,US
FWL,Farewell,Farewell Airport,US
FXE,Fort Lauderdale Executive,Fort Lauderdale Executive Airport,US
FXO,Cuamba,Cuamba Airport,MZ
FXY,Forest City,Forest City Municipal Airport,US
FYJ,Fuyuan Dongji,Fuyuan Dongji Airport,CN
FYM,Fayetteville,Fayetteville Municipal Airport,US
FYN,Fuyun Koktokay,Fuyun Koktokay Airport,CN
FYT,Faya-Largeau,Faya-Largeau Airport,TD
FYU,Fort Yukon,Fort Yukon Airport,US
FYV,Drake,Drake Field (Fayetteville Executive Airport),US
GAA,Guamal,Guamal Airport,CO
GAB,Gabbs,Gabbs Airport,US
GAC,Gracias,Gracias Airport,HN
GAD,Northeast Alabama,Northeast Alabama Regional Airport,US
GAE,Gabes,Gabes - Matmata International Airport,TN
GAF,Gafsa,Gafsa - Ksar International Airport,TN
GAG,Gage,Gage Airport,US
GAH,Gayndah,Gayndah Airport,AU
GAI,Montgomery County,Montgomery County Airpark,US
GAJ,Yamagata,Yamagata Airport (Junmachi Airport),JP
GAL,Edward G. Pitka Sr.,Edward G. Pitka Sr. Airport,US
GAM,Gambell,Gambell Airport,US
GAN,Gan,Gan International Airport,MV
GAO,Mariana Grajales,Mariana Grajales Airport,CU
GAP,Gusap,Gusap Airport,PG
GAQ,Gao,Gao International Airport (Korogoussou Airport),ML
GAR,Garaina,Garaina Airport,PG
GAS,Garissa,Garissa Airport,KE
GAT,Gap-Tallard,Gap-Tallard Airport,FR
GAU,Lokpriya Gopinath Bordoloi,Lokpriya Gopinath Bordoloi International Airport,IN
GAV,Gag Island,Gag Island Airport,ID
GAW,Gangaw,Gangaw Airport,MM
GAX,Gamba,Gamba Airport,GA
GAY,Gaya,Gaya Airport (Bodhgaya Airport),IN
GAZ,Guasopa,Guasopa Airport,PG
GBA,Cotswold,Cotswold Airport,GB
GBB,Qabala,Qabala International Airport,AZ
GBC,Gasuke,Gasuke Airport,PG
GBD,Great Bend,Great Bend Municipal Airport,US
GBE,Sir Seretse Khama,Sir Seretse Khama International Airport,BW
GBF,Negarbo,Negarbo Airport,PG
GBG,Galesburg,Galesburg Municipal Airport,US
GBH,Galbraith Lake,Galbraith Lake Airport,US
GBI,Kalaburagi,Kalaburagi Airport,IN
GBJ,Marie-Galante,Marie-Galante Airport (Les Bases),GP
GBK,Gbangbatok,Gbangbatok Airport,SL
GBL,South Goulburn Island,South Goulburn Island Airport,AU
GBM,Garbaharey,Garbaharey Airport,SO
GBP,Gamboola,Gamboola Airport,AU
GBR,Walter J. Koladza,Walter J. Koladza Airport,US
GBT,Gorgan,Gorgan Airport,IR
GBU,Khashm el Girba,Khashm el Girba Airport,SD
GBV,Gibb River,Gibb River Airport,AU
GBW,Ginbata,Ginbata Airport,AU
GBZ,Great Barrier,Great Barrier Aerodrome,NZ
GCA,Guacamayas,Guacamayas Airport,CO
GCC,Gillette-Campbell,Gillette-Campbell County Airport,US
GCD,Grand Coulee Dam,Grand Coulee Dam Airport,US
GCH,Gachsaran,Gachsaran Airport,IR
GCJ,Grand Central,Grand Central Airport,ZA
GCK,Garden City,Garden City Regional Airport,US
GCM,Owen Roberts,Owen Roberts International Airport,KY
GCN,Grand Canyon National Park,Grand Canyon National Park Airport,US
GCW,Grand Canyon West,Grand Canyon West Airport,US
GCY,Greeneville-Greene County,Greeneville-Greene County Municipal Airport,US
GDA,Gounda,Gounda Airport,CF
GDC,Donaldson Center,Donaldson Center Airport,US
GDD,Gordon Downs,Gordon Downs Airport,AU
GDE,Gode,Gode Airport,ET
GDG,Magdagachi,Magdagachi Airport,RU
GDH,Golden Horn Lodge,Golden Horn Lodge Seaplane Base,US
GDI,Gordil,Gordil Airport,CF
GDJ,Gandajika,Gandajika Airport,CD
GDL,Guadalajara,Guadalajara International Airport (Miguel Hidalgo y Costilla Int'l),MX
GDM,Gardner,Gardner Municipal Airport,US
GDN,Gdansk Lech Walesa,Gdansk Lech Walesa Airport,PL
GDO,Guasdualito,Guasdualito Airport (Vare Maria Airport),VE
GDP,Guadalupe,Guadalupe Airport,BR
GDQ,Gondar,Gondar Airport (Atse Tewodros Airport),ET
GDT,JAGS McCartney,JAGS McCartney International Airport (Grand Turk Int'l),TC
GDV,Dawson Community,Dawson Community Airport,US
GDW,Gladwin Zettel Memorial,Gladwin Zettel Memorial Airport,US
GDX,Sokol,Sokol Airport,RU
GDZ,Gelendzhik,Gelendzhik Airport,RU
GEA,Noumea Magenta,Noumea Magenta Airport,NC
GEB,Gebe,Gebe Airport,ID
GEC,Gecitkale,Gecitkale Air Base,CY
GED,Delaware Coastal,Delaware Coastal Airport,US
GEE,George Town,George Town Aerodrome,AU
GEF,Geva,Geva Airport,SB
GEG,Spokane,Spokane International Airport,US
GEL,Sepe Tiaraju,Sepe Tiaraju Airport,BR
GEM,President Obiang Nguema,President Obiang Nguema International Airport,GQ
GEO,Cheddi Jagan,Cheddi Jagan International Airport,GY
GER,Rafael Cabrera Mustelier,Rafael Cabrera Mustelier Airport,CU
GES,General Santos,General Santos International Airport (Tambler Airport),PH
GET,Geraldton,Geraldton Airport,AU
GEV,Gallivare,Gallivare Airport,SE
GEW,Gewoia,Gewoia Airport,PG
GEX,Geelong,Geelong Airport,AU
GEY,South Big Horn,South Big Horn County Airport,US
GFD,Pope,Pope Field,IN
GFE,Grenfell,Grenfell Airport,AU
GFF,Griffith,Griffith Airport,AU
GFK,Grand Forks,Grand Forks International Airport,US
GFL,Floyd Bennett Memorial,Floyd Bennett Memorial Airport,US
GFN,Clarence Valley,Clarence Valley Regional Airport,AU
GFO,Bartica,Bartica Airport,GY
GFR,Granville-Mont-Saint-Michel,Granville-Mont-Saint-Michel Aerodrome (fr),FR
GFY,Grootfontein,Grootfontein Air Base,NA
GGB,Agua Boa,Agua Boa Airport,BR
GGC,Lumbala N'guimbo,Lumbala N'guimbo Airport,AO
GGD,Gregory Downs,Gregory Downs Airport,AU
GGE,Georgetown,Georgetown County Airport,US
GGF,Almeirim,Almeirim Airport,BR
GGG,East Texas,East Texas Regional Airport,US
GGH,Gastao Mesquita,Gastao Mesquita Airport,BR
GGJ,Guaira,Guaira Airport,BR
GGL,Gilgal,Gilgal Airport,CO
GGM,Kakamega,Kakamega Airport,KE
GGN,Gagnoa,Gagnoa Airport,CI
GGO,Guiglo,Guiglo Airport,CI
GGR,Garowe,Garowe International Airport,SO
GGS,Gobernador Gregores,Gobernador Gregores Airport,AR
GGT,Exuma,Exuma International Airport,BS
GGW,Glasgow,Glasgow Airport (Wokal Field),US
GHA,Noumerat,Noumerat - Moufdi Zakaria Airport,DZ
GHB,Governor's Harbour,Governor's Harbour Airport,BS
GHC,Great Harbour Cay,Great Harbour Cay Airport,BS
GHE,Garachine,Garachine Airport,PA
GHF,Giebelstadt,Giebelstadt Airport,DE
GHK,Gahcho Kue,Gahcho Kue Aerodrome,CA
GHM,Centerville,Centerville Municipal Airport,US
GHN,Guanghan,Guanghan Airport,CN
GHT,Ghat,Ghat Airport,LY
GHU,Gualeguaychu,Gualeguaychu Airport,AR
GIB,Gibraltar,Gibraltar International Airport (North Front Airport),GI
GIC,Boigu Island,Boigu Island Airport,AU
GID,Gitega,Gitega Airport,BI
GIF,Winter Haven's Gilbert,Winter Haven's Gilbert Airport,US
GIG,Rio de Janeiro-Galeao,Rio de Janeiro-Galeao International Airport,BR
GII,Siguiri,Siguiri Airport,GN
GIL,Gilgit,Gilgit Airport,PK
GIM,Miele Mimbale,Miele Mimbale Airport,GA
GIR,Santiago Vila,Santiago Vila Airport,CO
GIS,Gisborne,Gisborne Airport,NZ
GIT,Geita,Geita Airport,TZ
GIU,Sigiriya,Sigiriya Airport,LK
GIY,Giyani,Giyani Airport,ZA
GIZ,Jizan,Jizan Regional Airport (King Abdullah bin Abdulaziz Airport),SA
GJA,Guanaja,Guanaja Airport,HN
GJL,Jijel Ferhat Abbas,Jijel Ferhat Abbas Airport,DZ
GJM,Guajara-Mirim,Guajara-Mirim Airport,BR
GJR,Gjogur,Gjogur Airport,IS
GJT,Grand Junction,Grand Junction Regional Airport (Walker Field),US
GKA,Goroka,Goroka Airport,PG
GKD,Gokceada,Gokceada Airport,TR
GKE,NATO Air Base Geilenkirchen,NATO Air Base Geilenkirchen,DE
GKH,Palungtar,Palungtar Airport,NP
GKK,Kooddoo,Kooddoo Airport,MV
GKL,Great Keppel Island,Great Keppel Island Airport,AU
GKN,Gulkana,Gulkana Airport,US
GKO,Kongo Boumba,Kongo Boumba Airport,GA
GKT,Gatlinburg-Pigeon Forge,Gatlinburg-Pigeon Forge Airport,US
GLA,Glasgow,Glasgow Airport,GB
GLB,San Carlos Apache,San Carlos Apache Airport,US
GLC,Geladi,Geladi Airport,ET
GLD,Goodland,Goodland Municipal Airport (Renner Field),US
GLE,Gainesville,Gainesville Municipal Airport,US
GLF,Golfito,Golfito Airport,CR
GLG,Glengyle,Glengyle Airport,AU
GLH,Mid-Delta,Mid-Delta Regional Airport,US
GLI,Glen Innes,Glen Innes Airport,AU
GLK,Abdullahi Yusuf,Abdullahi Yusuf International Airport,SO
GLL,Gol,Gol Airport,NO
GLM,Glenormiston,Glenormiston Airport,AU
GLN,Guelmim,Guelmim Airport,MA
GLO,Gloucestershire,Gloucestershire Airport,GB
GLP,Gulgubip,Gulgubip Airport,PG
GLR,Gaylord,Gaylord Regional Airport,US
GLS,Scholes,Scholes International Airport at Galveston,US
GLT,Gladstone,Gladstone Airport,AU
GLU,Gelephu,Gelephu Airport,BT
GLV,Golovin,Golovin Airport,US
GLW,Glasgow,Glasgow Municipal Airport,US
GLX,Gamarmalamo,Gamarmalamo Airport,ID
GLY,Goldsworthy,Goldsworthy Airport,AU
GLZ,Gilze-Rijen,Gilze-Rijen Air Base,NL
GMA,Gemena,Gemena Airport,CD
GMB,Gambela,Gambela Airport,ET
GMC,Guerima,Guerima Airport,CO
GMD,Ben Slimane,Ben Slimane Airport,MA
GME,Gomel,Gomel Airport,BY
GMI,Gasmata,Gasmata Airport,PG
GMM,Gamboma,Gamboma Airport,CG
GMN,Greymouth,Greymouth Airport,NZ
GMO,Gombe Lawanti,Gombe Lawanti International Airport,NG
GMP,Seoul,Gimpo International Airport,South Korea
GMQ,Golog Maqin,Golog Maqin Airport,CN
GMR,Totegegie,Totegegie Airport (Gambier Island Airport),PF
GMS,Guimaraes,Guimaraes Airport,BR
GMT,Granite Mountain,Granite Mountain Air Station,US
GMU,Greenville Downtown,Greenville Downtown Airport,US
GMV,Monument Valley,Monument Valley Airport,US
GMZ,La Gomera,La Gomera Airport,ES
GNA,Grodno,Grodno Airport,BY
GNB,Grenoble-Isere,Grenoble-Isere Airport,FR
GND,Maurice Bishop,Maurice Bishop International Airport,GD
GNF,Gansner,Gansner Field,US
GNG,Gooding,Gooding Municipal Airport,US
GNI,Lyudao,Lyudao Airport (Green Island Airport),TW
GNM,Guanambi,Guanambi Airport,BR
GNN,Ginir,Ginir Airport,ET
GNR,Dr. Arturo Umberto Illia,Dr. Arturo Umberto Illia Airport,AR
GNS,Binaka,Binaka Airport,ID
GNT,Grants-Milan,Grants-Milan Municipal Airport,US
GNU,Goodnews,Goodnews Airport,US
GNV,Gainesville,Gainesville Regional Airport,US
GNY,Sanliurfa GAP,Sanliurfa GAP Airport,TR
GNZ,Ghanzi,Ghanzi Airport,BW
GOA,Genoa Cristoforo Colombo,Genoa Cristoforo Colombo Airport,IT
GOB,Robe,Robe Airport,ET
GOC,Gora,Gora Airport,PG
GOE,Gonaili,Gonaili Airstrip,PG
GOG,Gobabis,Gobabis Airport,NA
GOH,Nuuk,Nuuk Airport,GL
GOI,Goa,Goa International Airport (Dabolim Airport),IN
GOJ,Nizhny Novgorod,Nizhny Novgorod International Airport (Strigino Airport),RU
GOK,Guthrie-Edmond,Guthrie-Edmond Regional Airport,US
GOL,Gold Beach,Gold Beach Municipal Airport,US
GOM,Goma,Goma International Airport,CD
